numunitid,obsval,source_code_description,description,target,predicted_source_code_description
1656,0,,nmol/L (50 - 150),,nanomole per 24 hours
8083,0,,\meddata\s6000\document\Apollo\2008\AUG\MERG7658.T,,percent
7597,0,,\meddata\s6000\document\Apollo\2009\SEP\SCAN8028.T,,percent
12786,0,,\meddata\s6000\document\Apollo\2012\OCT\142805.TIF,,percent
8193,0,,\meddata\s6000\document\Apollo\2007\OCT\60994.TIF|,,percent
7629,0,,\meddata\s6000\document\Apollo\2008\JUN\SCAN7551.T,,percent
15141,0,,glug Guiness daily,,percent
7405,0,,\meddata\s6000\document\Apollo\2011\OCT\67319.TIF|,,percent
8316,0,,\meddata\s6000\document\Apollo\2012\MAR\179888.TIF,,percent
18975,0,,less than in a day,,gram per 24 hours
8514,0,,\meddata\s6000\document\Apollo\2008\APR\SCAN6137.T,,percent
21330,0,,/14 U/week,,percent
7569,0,,\meddata\s6000\document\Apollo\2008\SEP\MERG2242.T,,percent
8432,0,,\meddata\s6000\document\Apollo\2010\JUL\132573.TIF,,percent
8345,0,,\meddata\s6000\document\Apollo\2005\SEP\7960.TIF|7,,percent
12473,0,,-15 /day,,gram per 24 hours
12083,0,,few years,,percent
6768,0,,titre 4..,,percent
22085,0,,/weekned,,percent
17549,0,,hours.,,percent
20507,0,,12/21,,score
15947,0,,% spermatazoa,,percent
13156,0,,ng/L (190-900 ng/L),,percent
13740,0,,bottle of spirit/day,,percent
7415,0,,\meddata\s6000\document\Apollo\2004\NOV\SCAN3646.T,,percent
20535,0,,U/week. occassionall,,percent
8040,0,,\meddata\s6000\document\Apollo\2012\FEB\177883.TIF,,percent
19541,0,,\meddata\s6000\document\Apollo\2004\FEB\3567.TIF|3,,percent
20573,0,,120 to 130,,percent
8113,0,,\meddata\s6000\document\Apollo\2011\MAY\157011.TIF,,percent
12430,0,,L/day of whisky,,percent
8473,0,,\meddata\s6000\document\Apollo\2010\MAY\128581.TIF,,percent
8121,0,,\meddata\s6000\document\Apollo\2010\MAR\122823.TIF,,percent
7586,0,,\meddata\s6000\document\Apollo\2004\NOV\SCAN3635.T,,percent
7606,0,,\meddata\s6000\document\Apollo\2005\JAN\SCAN4690.T,,percent
21822,0,,/notgiven,,percent
8136,0,,\meddata\s6000\document\Apollo\2012\FEB\177835.TIF,,percent
7543,0,,\meddata\s6000\document\Apollo\2009\AUG\45695.TIF|,,percent
13631,0,,x10 copies per ml,,billion per liter
20237,0,,as needed,,percent
17931,0,,days/week 5,,day per week
3802,0,,cigar/month,,percent
8383,0,,\meddata\s6000\document\Apollo\2010\FEB\122545.TIF,,percent
20771,0,,- 100 mmHg,,percent
8364,0,,\meddata\s6000\document\Apollo\2005\MAY\30.TIF|30.,,percent
8252,0,,\meddata\s6000\document\Apollo\2011\MAR\151668.TIF,,percent
12833,0,,\meddata\s6000\document\Apollo\2013\FEB\148366.TIF,,percent
8169,0,,\meddata\s6000\document\Apollo\2010\MAY\129632.TIF,,percent
7570,0,,\meddata\s6000\document\Apollo\2004\SEP\MERG0400.T,,percent
14228,0,,\meddata\s6000\document\Apollo\2012\JUN\MERG6563.T,,percent
18404,0,,lager/ day,,gram per 24 hours
8329,0,,\meddata\s6000\document\Apollo\2011\JAN\148199.TIF,,percent
14047,0,,=ÃÂmol/L,,percent
8503,0,,\meddata\s6000\document\Apollo\2005\SEP\8201.TIF|8,,percent
29143,0,,u/quater year,,percent
8201,0,,\meddata\s6000\document\Apollo\2013\6\Document 220,,percent
13258,0,,10/9 l(59.3%),,billion per liter
8461,0,,\meddata\s6000\document\Apollo\2006\AUG\32224.TIF|,,percent
8069,0,,\meddata\s6000\document\Apollo\2010\JUL\132284.TIF,,percent
10556,0,,40U/week,,percent
7643,0,,\meddata\s6000\document\Apollo\2010\MAY\52592.TIF|,,percent
7621,0,,\meddata\s6000\document\Apollo\2011\OCT\66525.TIF|,,percent
12485,0,,mpnth,,percent
8414,0,,\meddata\s6000\document\Apollo\2012\JUN\190273.TIF,,percent
10060,0,,times/fortnite,,percent
14343,0,,4times/year,,percent
22868,0,,attend since last visit,,percent
2171,0,,r#ÃÂ¿ H#ÃÂ¿ #ÃÂ¿#ÃÂ¿,,percent
23877,0,,pmol/Lpmol/L,,percent
6986,0,,1439,,percent
13264,0,,10/9 l(2.01%),,billion per liter
8402,0,,\meddata\s6000\document\Apollo\2010\FEB\122620.TIF,,percent
13484,0,,dau,,percent
18006,0,,\meddata\s6000\document\Apollo\2012\4\Document 195,,percent
22762,0,,/entire life,,percent
12796,0,,\meddata\s6000\document\Apollo\2012\SEP\141051.TIF,,percent
12811,0,,\meddata\s6000\document\Apollo\2012\SEP\141313.doc,,percent
8407,0,,\meddata\s6000\document\Apollo\2009\SEP\110785.TIF,,percent
11064,0,,amount not provided,,percent
1060,0,,10/9 l(37.3%),,billion per liter
9581,0,,10/9 l(9.96%),,billion per liter
7640,0,,\meddata\s6000\document\Apollo\2004\SEP\SCAN2614.T,,percent
18801,0,,MMOL24,,percent
3584,0,,(dd mm yy),,millimeter per hour
8302,0,,\meddata\s6000\document\Apollo\2010\APR\127438.TIF,,percent
28706,0,,ls/min,,percent
8234,0,,\meddata\s6000\document\Apollo\2010\JUN\129842.TIF,,percent
8208,0,,\meddata\s6000\document\Apollo\2010\FEB\120730.TIF,,percent
17904,0,,Helper/Suppres ratio,,percent
1283,0,,10/9 l(1.35%),,billion per liter
18735,0,,30 year,,percent
19606,0,,\meddata\s6000\document\Apollo\2004\JUL\6125.TIF|6,,percent
8294,0,,\meddata\s6000\document\Apollo\2012\MAY\184818.TIF,,percent
8433,0,,\meddata\s6000\document\Apollo\2005\JUN\2060.TIF|2,,percent
7452,0,,\meddata\s6000\document\Apollo\2005\JAN\SCAN4862.T,,percent
16968,0,,\meddata\s6000\document\Apollo\2009\JAN\39745.TIF|,,percent
12781,0,,\meddata\s6000\document\Apollo\2012\OCT\142899.TIF,,percent
23812,0,,10*4,,billion per liter
20496,0,,1999,,percent
7529,0,,\meddata\s6000\document\Apollo\2004\NOV\SCAN3642.T,,percent
8261,0,,\meddata\s6000\document\Apollo\2012\APR\183163.TIF,,percent
8122,0,,\meddata\s6000\document\Apollo\2008\MAR\71368.TIF|,,percent
3895,0,,EVRA,,percent
8130,0,,\meddata\s6000\document\Apollo\2011\JUN\160001.TIF,,percent
12793,0,,\meddata\s6000\document\Apollo\2012\OCT\141335.TIF,,percent
7554,0,,\meddata\s6000\document\Apollo\2011\FEB\59859.TIF|,,percent
6757,0,,4 .....,,percent
8765,0,,20 week,,percent
9907,0,,Coombs test NOS,,percent
12753,0,,\meddata\s6000\document\Apollo\2012\NOV\144325.doc,,percent
8186,0,,\meddata\s6000\document\Apollo\2010\JAN\119617.TIF,,percent
8459,0,,\meddata\s6000\document\Apollo\2007\AUG\103602.TIF,,percent
19068,0,,Exacerbations last 12m,,percent
17486,0,,-33 beats/min,,heartbeat
17611,0,,-3 cans/day,,percent
11776,0,,muuu/l,,percent
14532,0,,/20 U/week,,percent
8070,0,,\meddata\s6000\document\Apollo\2010\APR\126635.TIF,,percent
22559,0,,/week-fortnight,,percent
15469,0,,\meddata\s6000\document\Apollo\2011\9\Document 710,,percent
12763,0,,\meddata\s6000\document\Apollo\2012\OCT\142888.TIF,,percent
7593,0,,\meddata\s6000\document\Apollo\2006\MAR\SCAN2646.T,,percent
8510,0,,\meddata\s6000\document\Apollo\2010\MAR\123604.TIF,,percent
16491,0,,MONNHS,,percent
20894,0,,rolls ups,,percent
8327,0,,\meddata\s6000\document\Apollo\2012\JAN\175814.TIF,,percent
7682,0,,\meddata\s6000\document\Apollo\2008\NOV\SCAN0945.T,,percent
11269,0,,Inhibin- A MOM,,percent
6186,0,,2x per day,,per 24 hours
12687,0,,/3 cans x 4 times/wk,,percent
19355,0,,\meddata\s6000\document\Apollo\2003\DEC\2981.TIF|2,,percent
20023,0,,monhths,,percent
7501,0,,\meddata\s6000\document\Apollo\2004\SEP\SCAN2627.T,,percent
20714,0,,week-,,percent
13595,0,,/2 cans per day,,per 24 hours
17568,0,,>3 DO AUDIT C,,percent
28328,0,,sfasd,,percent
20225,0,,pints 5 nights week,,percent
8133,0,,\meddata\s6000\document\Apollo\2012\MAR\181048.TIF,,percent
24520,0,,\meddata\s6000\document\Apollo\2012\JAN\262426.TIF,,percent
8213,0,,\meddata\s6000\document\Apollo\2010\FEB\122037.TIF,,percent
28016,0,,"m""2",,percent
7488,0,,\meddata\s6000\document\Apollo\2010\AUG\55309.TIF|,,percent
8079,0,,\meddata\s6000\document\Apollo\2013\6\Document 221,,percent
21269,0,,6/2021,,percent
15338,0,,15 hours /day,,gram per 24 hours
28353,0,,x10^9/l(45.7%),,billion per liter
7644,0,,\meddata\s6000\document\Apollo\2012\JAN\72166.TIF|,,percent
8149,0,,\meddata\s6000\document\Apollo\2012\APR\184187.TIF,,percent
19939,0,,mmil/,,percent
21206,0,,nt known,,percent
6761,0,,U/L .44CN,,percent
8063,0,,\meddata\s6000\document\Apollo\2011\AUG\163667.TIF,,percent
23534,0,,7mg/8mg alt day,,gram per 24 hours
7612,0,,\meddata\s6000\document\Apollo\2012\JAN\MERG2183.T,,percent
18722,0,,when socialising,,percent
7667,0,,\meddata\s6000\document\Apollo\2009\APR\SCAN4222.T,,percent
6782,0,,. 4..,,percent
8405,0,,\meddata\s6000\document\Apollo\2010\OCT\141159.TIF,,percent
7427,0,,\meddata\s6000\document\Apollo\2009\AUG\MERG4618.T,,percent
8115,0,,\meddata\s6000\document\Apollo\2009\AUG\108397.TIF,,percent
8507,0,,\meddata\s6000\document\Apollo\2005\JUN\55.TIF|55.,,percent
7407,0,,\meddata\s6000\document\Apollo\2011\SEP\66591.TIF|,,percent
8992,0,,3.55,,percent
27574,0,,70g/week,,percent
2058,0,,ÃÂº,,percent
8437,0,,\meddata\s6000\document\Apollo\2006\MAR\20553.TIF|,,percent
8240,0,,\meddata\s6000\document\Apollo\2012\JUL\193012.TIF,,percent
12562,0,,L whisky/day,,gram per 24 hours
13650,0,,U/0week,,percent
7556,0,,\meddata\s6000\document\Apollo\2012\JAN\SCAN7142.T,,percent
4027,0,,pints p/week,,percent
18443,0,,x10*g,,billion per liter
12777,0,,\meddata\s6000\document\Apollo\2012\JUL\141044.TIF,,percent
17633,0,,-=,,percent
8458,0,,\meddata\s6000\document\Apollo\2005\JUN\1040.TIF|1,,percent
8172,0,,\meddata\s6000\document\Apollo\2013\5\Document 219,,percent
13158,0,,ug/L (1.9-14 ug/L),,microgram per liter
7664,0,,\meddata\s6000\document\Apollo\2011\DEC\71580.TIF|,,percent
23815,0,,u/mmol (creat),,millimole per liter
7435,0,,\meddata\s6000\document\Apollo\2012\MAY\77094.TIF|,,percent
15570,0,,nmol/h/mg WCP,,nanomole per 24 hours
7535,0,,\meddata\s6000\document\Apollo\2004\DEC\SCAN4337.T,,percent
8281,0,,\meddata\s6000\document\Apollo\2012\JUL\192812.TIF,,percent
7650,0,,\meddata\s6000\document\Apollo\2004\MAY\391.TIF|39,,percent
7620,0,,\meddata\s6000\document\Apollo\2012\SEP\79409.TIF|,,percent
8493,0,,\meddata\s6000\document\Apollo\2008\APR\73990.TIF|,,percent
11481,0,,(0.15 - 0.60),,percent
8185,0,,\meddata\s6000\document\Apollo\2008\OCT\85185.TIF|,,percent
8468,0,,\meddata\s6000\document\Apollo\2005\DEC\14851.TIF|,,percent
8377,0,,\meddata\s6000\document\Apollo\2012\JUL\192166.TIF,,percent
15168,0,,week +4days,,percent
12762,0,,\meddata\s6000\document\Apollo\2012\APR\133150.TIF,,percent
7560,0,,\meddata\s6000\document\Apollo\2009\MAY\MERG3807.T,,percent
7439,0,,\meddata\s6000\document\Apollo\2008\JUN\SCAN7337.T,,percent
8419,0,,\meddata\s6000\document\Apollo\2012\JAN\175928.TIF,,percent
16043,0,,umno/L,,percent
17778,0,,the sunflower study,,percent
13500,0,,U/2MTHS,,percent
8355,0,,\meddata\s6000\document\Apollo\2012\8\Document 194,,percent
8978,0,,age FH MI female,,percent
10153,0,,m mmmol,,percent
12668,0,,bottle vodka day,,gram per 24 hours
16825,0,,10*2 FL,,billion per liter
7400,0,,\meddata\s6000\document\Apollo\2008\MAY\SCAN6381.T,,percent
12846,0,,\meddata\s6000\document\Apollo\2012\APR\132792.TIF,,percent
12253,0,,times/week seven,,per week
8048,0,,\meddata\s6000\document\Apollo\2008\AUG\82853.TIF|,,percent
8396,0,,\meddata\s6000\document\Apollo\2012\JUN\187985.TIF,,percent
8386,0,,\meddata\s6000\document\Apollo\2007\DEC\SCAN8920.T,,percent
8087,0,,\meddata\s6000\document\Apollo\2012\MAY\186161.TIF,,percent
18874,0,,COVID Principle Tria,,percent
8010,0,,Less than U/week,,percent
8447,0,,\meddata\s6000\document\Apollo\2011\MAR\152768.TIF,,percent
7577,0,,\meddata\s6000\document\Apollo\2012\JAN\72715.TIF|,,percent
8500,0,,\meddata\s6000\document\Apollo\2011\JUN\157874.TIF,,percent
8103,0,,\meddata\s6000\document\Apollo\2009\JAN\93550.TIF|,,percent
6203,0,,10/9 l(3.02%),,billion per liter
5901,0,,24 hour urine cortisol output,,percent
9505,0,,wks/yr,,percent
8129,0,,\meddata\s6000\document\Apollo\2011\DEC\174258.TIF,,percent
15578,0,,\meddata\s6000\document\Apollo\2013\2\Document 923,,percent
13259,0,,10/9 l(10.8%),,billion per liter
8073,0,,\meddata\s6000\document\Apollo\2009\OCT\112126.TIF,,percent
8515,0,,\meddata\s6000\document\Apollo\2010\AUG\136072.TIF,,percent
7503,0,,\meddata\s6000\document\Apollo\2008\JUL\SCAN7611.T,,percent
11273,0,,ocassional at Xmas,,percent
4806,0,,ocaisonally,,percent
12756,0,,\meddata\s6000\document\Apollo\2012\NOV\144058.TIF,,percent
19893,0,,\meddata\s6000\document\Apollo\2013\2\Document 177,,percent
24363,0,,times/week - when pl,,per week
14071,0,,-15L cider/day,,percent
7638,0,,\meddata\s6000\document\Apollo\2006\AUG\MERG0750.T,,percent
6518,0,,/3-6months,,percent
8387,0,,\meddata\s6000\document\Apollo\2011\SEP\167113.TIF,,percent
13699,0,,miles/week (running),,percent
7611,0,,\meddata\s6000\document\Apollo\2009\AUG\SCAN7291.T,,percent
12850,0,,\meddata\s6000\document\Apollo\2012\OCT\141901.doc,,percent
8287,0,,\meddata\s6000\document\Apollo\2009\AUG\108850.TIF,,percent
16445,0,,/ammol/l,,percent
3108,0,,10/9 l(17.8%),,billion per liter
12618,0,,/4 L cider per day,,per 24 hours
8441,0,,\meddata\s6000\document\Apollo\2007\APR\SCAN2467.T,,percent
7821,0,,#ÃÂ¿#ÃÂ¿#ÃÂ¿HWB,,percent
8187,0,,\meddata\s6000\document\Apollo\2010\NOV\142971.TIF,,percent
12785,0,,\meddata\s6000\document\Apollo\2012\JUL\137187.TIF,,percent
7596,0,,\meddata\s6000\document\Apollo\2004\NOV\SCAN3812.T,,percent
14240,0,,\meddata\s6000\document\Apollo\2011\MAR\SCAN4536.T,,percent
4826,0,,ng/L (220-1100ng/L),,percent
12795,0,,\meddata\s6000\document\Apollo\2013\JAN\146557.TIF,,percent
8465,0,,\meddata\s6000\document\Apollo\2011\OCT\168133.TIF,,percent
11666,0,,(120 -650),,percent
7169,0,,6.20,,percent
23516,0,,2MG/3MG  ALT,,percent
7627,0,,\meddata\s6000\document\Apollo\2010\JAN\49265.TIF|,,percent
20236,0,,now and again,,percent
15739,0,,shisha/month,,percent
1146,0,,10/9 l(9.63%),,billion per liter
12415,0,,week at least,,percent
21767,0,,6 over a year,,percent
12860,0,,\meddata\s6000\document\Apollo\2012\SEP\140939.TIF,,percent
7583,0,,\meddata\s6000\document\Apollo\2012\OCT\SCAN3007.T,,percent
19550,0,,\meddata\s6000\document\Apollo\2004\FEB\3736.TIF|3,,percent
16158,0,,week + 5,,percent
18545,0,,\meddata\s6000\document\Apollo\2012\3\Document 194,,percent
7403,0,,\meddata\s6000\document\Apollo\2010\MAY\52576.TIF|,,percent
8439,0,,\meddata\s6000\document\Apollo\2011\DEC\173871.TIF,,percent
19160,0,,Pleural fluid exam. abnormal,,percent
12862,0,,\meddata\s6000\document\Apollo\2012\NOV\144657.TIF,,percent
17303,0,,ug/24 hrs,,percent
12842,0,,\meddata\s6000\document\Apollo\2012\OCT\142365.TIF,,percent
12392,0,,bottle whisky/week,,percent
12596,0,,bottles red wine/,,percent
19319,0,,\meddata\s6000\document\Apollo\2003\AUG\747.TIF|74,,percent
12843,0,,\meddata\s6000\document\Apollo\2012\SEP\141157.TIF,,percent
5815,0,,% (,,percent
8348,0,,\meddata\s6000\document\Apollo\2010\JAN\120092.TIF,,percent
15205,0,,(action/stop smoking),,percent
17545,0,,every/2 weeks,,percent
6976,0,,962,,percent
8082,0,,\meddata\s6000\document\Apollo\2011\JAN\147236.TIF,,percent
15136,0,,- 95 beats/min,,heartbeat
8144,0,,\meddata\s6000\document\Apollo\2011\JUL\MERG5212.T,,percent
9935,0,,"[X]Loc anti-infect adv eff,NEC",,percent
28614,0,,u/TWO months,,percent
7014,0,,2439,,percent
11105,0,,Lts/min,,heartbeat
8455,0,,\meddata\s6000\document\Apollo\2008\APR\72875.TIF|,,percent
12779,0,,\meddata\s6000\document\Apollo\2012\OCT\142664.TIF,,percent
12362,0,,-4 glasses wine/week,,percent
12818,0,,\meddata\s6000\document\Apollo\2012\SEP\140477.TIF,,percent
16174,0,,9/10,,billion per liter
12531,0,,pints lager,,percent
9960,0,,% median BMI,,percent
20485,0,,times/for 8 week y,,per week
8114,0,,\meddata\s6000\document\Apollo\2009\APR\100134.TIF,,percent
8135,0,,\meddata\s6000\document\Apollo\2008\SEP\MERG8151.T,,percent
17419,0,,"L,L",,percent
14689,0,,50g weekly,,percent
8116,0,,\meddata\s6000\document\Apollo\2006\MAY\24533.TIF|,,percent
7465,0,,\meddata\s6000\document\Apollo\2005\FEB\SCAN5404.T,,percent
11103,0,,alrs/min,,percent
23160,0,,drinks a month,,percent
9209,0,,2 x monthly,,percent
7642,0,,\meddata\s6000\document\Apollo\2005\APR\SCAN6607.T,,percent
8378,0,,\meddata\s6000\document\Apollo\2007\OCT\60659.TIF|,,percent
7454,0,,\meddata\s6000\document\Apollo\2010\AUG\55568.TIF|,,percent
8192,0,,\meddata\s6000\document\Apollo\2009\NOV\115058.TIF,,percent
6778,0,,mm/hr 42B6 .,,millimeter per hour
8323,0,,\meddata\s6000\document\Apollo\2009\JUL\106401.TIF,,percent
15531,0,,\meddata\s6000\document\Apollo\2009\DEC\SCAN0625.T,,percent
12527,0,,cans of Stella/week,,percent
15260,0,,10x6/L,,percent
2393,0,,u pr month,,percent
12832,0,,\meddata\s6000\document\Apollo\2012\JUN\136421.TIF,,percent
12540,0,,- 90 %,,percent
12638,0,,/8 cans a night,,percent
18373,0,,- 80 ng/L,,percent
8089,0,,\meddata\s6000\document\Apollo\2010\OCT\139327.TIF,,percent
13478,0,,nmol 6-MTG/gHb/h,,nanomole per 24 hours
15552,0,,mg/gl,,percent
7622,0,,\meddata\s6000\document\Apollo\2006\MAY\SCAN2084.T,,percent
8474,0,,\meddata\s6000\document\Apollo\2010\DEC\144188.TIF,,percent
8443,0,,\meddata\s6000\document\Apollo\2011\AUG\162787.TIF,,percent
8179,0,,\meddata\s6000\document\Apollo\2011\AUG\164583.TIF,,percent
16341,0,,grams tabacco a week,,gram
7685,0,,\meddata\s6000\document\Apollo\2006\MAY\SCAN2225.T,,percent
7421,0,,\meddata\s6000\document\Apollo\2008\JUL\34708.TIF|,,percent
8279,0,,\meddata\s6000\document\Apollo\2009\JAN\92159.TIF|,,percent
12459,0,,% predicted with no,,percent
7633,0,,\meddata\s6000\document\Apollo\2008\JAN\MERG1027.T,,percent
8337,0,,\meddata\s6000\document\Apollo\2010\NOV\142290.TIF,,percent
18541,0,,\meddata\s6000\document\Apollo\2012\2\Document 191,,percent
20561,0,,every ten minutes,,percent
7544,0,,\meddata\s6000\document\Apollo\2008\NOV\SCAN0692.T,,percent
19707,0,,\meddata\s6000\document\Apollo\2004\NOV\8115.TIF|8,,percent
8366,0,,\meddata\s6000\document\Apollo\2008\SEP\83605.TIF|,,percent
20690,0,,- 71 ng/L,,percent
16037,0,,L nmol/L,,nanomole per 24 hours
7676,0,,\meddata\s6000\document\Apollo\2009\NOV\SCAN9148.T,,percent
8301,0,,\meddata\s6000\document\Apollo\2008\NOV\MERG9942.T,,percent
19825,0,,\meddata\s6000\document\Apollo\2005\MAY\11467.TIF|,,percent
5400,0,,1564,,percent
11556,0,,(1.1 - 2.1),,percent
8394,0,,\meddata\s6000\document\Apollo\2012\APR\183732.TIF,,percent
8171,0,,\meddata\s6000\document\Apollo\2005\MAY\38.TIF|38.,,score
22950,0,,(0.4 - 4.0),,percent
8476,0,,\meddata\s6000\document\Apollo\2013\4\Document 215,,percent
12501,0,,cans twice a week,,percent
16508,0,,less than 5 ugl,,percent
3209,0,,/\,,percent
21587,0,,pines/week,,percent
3194,0,,/.../,,percent
9711,0,,\meddata\s6000\document\Apollo\2012\AUG\411723.AHF,,percent
16663,0,,10/9 l(.216%),,billion per liter
24270,0,,Post mortem exam. NOS,,percent
15138,0,,glass whiskey/week,,percent
7903,0,,ÃÂ£/daily,,percent
12431,0,,- 4 pints/week,,percent
12653,0,,Litre whiskey per da,,percent
17005,0,,Haemat. test request -not done,,percent
16617,0,,L1 and 4,,percent
7525,0,,\meddata\s6000\document\Apollo\2008\JUL\SCAN8192.T,,percent
27968,0,,hour week,,day per week
8310,0,,\meddata\s6000\document\Apollo\2012\MAY\186354.TIF,,percent
18141,0,,% (16.12.13),,score
7538,0,,\meddata\s6000\document\Apollo\2008\MAY\SCAN6729.T,,percent
22538,0,,times/2-3m,,percent
20367,0,,.40,,percent
8385,0,,\meddata\s6000\document\Apollo\2009\FEB\95367.TIF|,,percent
15912,0,,\meddata\s6000\document\Apollo\2009\JUN\30668.TIF|,,percent
8237,0,,\meddata\s6000\document\Apollo\2012\MAY\188595.TIF,,percent
12497,0,,lager x 3 days,,percent
12564,0,,c/per day,,per 24 hours
15851,0,,10/9 l(.067%),,billion per liter
12612,0,,-22/minute,,percent
7486,0,,\meddata\s6000\document\Apollo\2006\APR\SCAN1607.T,,percent
11796,0,,%93,,percent
21900,0,,/puffs,,percent
7648,0,,\meddata\s6000\document\Apollo\2009\MAY\MERG3720.T,,percent
8175,0,,\meddata\s6000\document\Apollo\2010\JUN\131365.TIF,,percent
8190,0,,\meddata\s6000\document\Apollo\2007\JUN\52634.TIF|,,percent
17256,0,,yesterdays,,percent
18125,0,,mq/mmol,,millimole per liter
4654,0,,ÃÂµmol/mol Cr,,percent
8097,0,,\meddata\s6000\document\Apollo\2009\SEP\110916.TIF,,percent
8090,0,,\meddata\s6000\document\Apollo\2010\MAY\128696.TIF,,percent
18876,0,,Principle Trial,,percent
8138,0,,\meddata\s6000\document\Apollo\2009\NOV\115046.TIF,,percent
12600,0,,U/spirits w/end.,,percent
8275,0,,\meddata\s6000\document\Apollo\2009\DEC\117508.TIF,,percent
12397,0,,nighhts,,percent
8249,0,,\meddata\s6000\document\Apollo\2011\JUL\162323.TIF,,percent
16527,0,,rollups a week,,percent
19517,0,,\meddata\s6000\document\Apollo\2004\DEC\8276.TIF|8,,percent
13868,0,,kg/gall,,kilogram per square meter
18540,0,,\meddata\s6000\document\Apollo\2012\2\Document 190,,percent
8370,0,,\meddata\s6000\document\Apollo\2008\NOV\88233.TIF|,,percent
12605,0,,lower saturation,,percent
8362,0,,\meddata\s6000\document\Apollo\2012\JUN\190092.TIF,,percent
8126,0,,\meddata\s6000\document\Apollo\2013\3\Document 214,,percent
12089,0,,mmol/t,,millimole per liter
8044,0,,\meddata\s6000\document\Apollo\2008\DEC\91203.TIF|,,percent
20004,0,,minues/day,,gram per 24 hours
12386,0,,/96%,,percent
13750,0,,?<60,,percent
12784,0,,\meddata\s6000\document\Apollo\2012\SEP\140638.TIF,,percent
8484,0,,\meddata\s6000\document\Apollo\2009\APR\98812.TIF|,,percent
8496,0,,\meddata\s6000\document\Apollo\2010\SEP\136986.TIF,,percent
6224,0,,ÃÂ¦mol/24HR,,percent
7587,0,,\meddata\s6000\document\Apollo\2008\JAN\30270.TIF|,,percent
8350,0,,\meddata\s6000\document\Apollo\2008\JUL\SCAN0956.T,,percent
8286,0,,\meddata\s6000\document\Apollo\2005\AUG\6338.TIF|6,,percent
12837,0,,\meddata\s6000\document\Apollo\2012\JUN\135758.TIF,,percent
8112,0,,\meddata\s6000\document\Apollo\2011\AUG\163722.TIF,,percent
19004,0,,PEOR,,percent
20404,0,,> 80% predicted.,,percent
5747,0,,U/ml ....,,percent
8058,0,,\meddata\s6000\document\Apollo\2008\NOV\MERG9370.T,,percent
22066,0,,10/9 l(29.4%),,billion per liter
7466,0,,\meddata\s6000\document\Apollo\2009\JAN\39298.TIF|,,percent
12623,0,,c/p/day,,gram per 24 hours
8315,0,,\meddata\s6000\document\Apollo\2011\JUL\162204.TIF,,percent
8453,0,,\meddata\s6000\document\Apollo\2011\NOV\171193.TIF,,percent
7420,0,,\meddata\s6000\document\Apollo\2009\JAN\MERG2931.T,,percent
12808,0,,\meddata\s6000\document\Apollo\2012\OCT\142404.TIF,,percent
22847,0,,2 times / day,,per 24 hours
8217,0,,\meddata\s6000\document\Apollo\2006\OCT\SCAN0407.T,,percent
7594,0,,\meddata\s6000\document\Apollo\2005\JAN\SCAN4850.T,,percent
4827,0,,ng/L (220-1100),,percent
20754,0,,1 - 10 /day,,billion per liter
8057,0,,\meddata\s6000\document\Apollo\2012\12\Document 20,,score
17136,0,,pmol/g (RBC),,percent
19442,0,,\meddata\s6000\document\Apollo\2003\SEP\1154.TIF|1,,percent
15900,0,,10/9 l(31.5%),,billion per liter
17944,0,,270-390,,percent
8118,0,,\meddata\s6000\document\Apollo\2007\FEB\SCAN9813.T,,percent
13471,0,,average per day,,per 24 hours
8517,0,,\meddata\s6000\document\Apollo\2011\JUL\162107.TIF,,percent
6368,0,,ounces p/week,,percent
8300,0,,\meddata\s6000\document\Apollo\2009\NOV\114324.TIF,,percent
15362,0,,nmol/mmol/creatinine,,millimole per liter
7605,0,,\meddata\s6000\document\Apollo\2010\JUL\53777.TIF|,,percent
21551,0,,- 1001 ng/L,,percent
7655,0,,\meddata\s6000\document\Apollo\2010\AUG\55295.TIF|,,percent
20292,0,,dmy,,percent
18371,0,,L vodka /day,,gram per 24 hours
11607,0,,(4.0-7.1),,percent
10182,0,,#Ãâ mol/L,,percent
15985,0,,-201 beats/min,,heartbeat
17370,0,,1-2 a month,,percent
20619,0,,- 116 mmHg,,percent
7684,0,,\meddata\s6000\document\Apollo\2012\JAN\75398.TIF|,,percent
7492,0,,\meddata\s6000\document\Apollo\2008\MAR\MERG1264.T,,percent
7634,0,,\meddata\s6000\document\Apollo\2012\NOV\81180.TIF|,,percent
12839,0,,\meddata\s6000\document\Apollo\2012\MAY\133925.TIF,,percent
7599,0,,\meddata\s6000\document\Apollo\2012\JUN\76657.TIF|,,percent
8227,0,,\meddata\s6000\document\Apollo\2013\2\Document 209,,percent
8207,0,,\meddata\s6000\document\Apollo\2012\MAY\186593.TIF,,percent
8477,0,,\meddata\s6000\document\Apollo\2011\JUL\161025.TIF,,percent
18374,0,,-95 %,,percent
8470,0,,\meddata\s6000\document\Apollo\2012\JAN\174788.TIF,,percent
12789,0,,\meddata\s6000\document\Apollo\2013\MAY\153265.TIF,,percent
7666,0,,\meddata\s6000\document\Apollo\2010\AUG\55293.TIF|,,percent
13177,0,,2 units per day,,per 24 hours
8244,0,,\meddata\s6000\document\Apollo\2011\SEP\166667.TIF,,percent
8176,0,,\meddata\s6000\document\Apollo\2010\MAR\124088.TIF,,percent
